name,province,district,county,type,lat,long
Esc. Las Matas,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 39' 24.212"""" N","80° 44' 55.697"""" W"
Esc. Los Virotales,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 40' 17.948"""" N","80° 46' 48.694"""" W"
Esc. Qda. El Ciprián,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 42' 10.367"""" N","80° 45' 52.442"""" W"
Esc. Las Huacas,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 44' 33.207"""" N","80° 45' 39.367"""" W"
Esc. Chepo,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 43' 31.028"""" N","80° 49' 2.729"""" W"
Esc. Las Playitas,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 42' 5.823"""" N","80° 47' 35.222"""" W"
Esc. El Jacinto,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 41' 29.965"""" N","80° 48' 4.939"""" W"
Esc. La Desbarrancada,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 38' 57.924"""" N","80° 47' 22.834"""" W"
Esc. Filo LLano,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 41' 2.469"""" N","80° 49' 10.968"""" W"
Esc. Sonadora,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 42' 38.976"""" N","80° 50' 51.386"""" W"
Esc. El Toro,Herrera,Las Minas,El Toro,Primaria Oficial,"7° 45' 12.435"""" N","80° 52' 7.467"""" W"
Esc. El Platito,Herrera,Las Minas,El Toro,Primaria Oficial,"7° 44' 15.661"""" N","80° 53' 45.686"""" W"
Esc. El Maure,Herrera,Las Minas,El Toro,Primaria Oficial,"7° 46' 30.601"""" N","80° 53' 16.956"""" W"
Esc. Leones,Herrera,Las Minas,El Toro,Primaria Oficial,"7° 46' 12.168"""" N","80° 51' 12.644"""" W"
Esc. El Suay,Herrera,Las Minas,Leones,Primaria Oficial,"7° 47' 10.887"""" N","80° 48' 46.386"""" W"
Esc. Los Helechales,Herrera,Las Minas,Leones,Primaria Oficial,"7° 48' 31.708"""" N","80° 48' 5.984"""" W"
Esc. Las Lajas,Herrera,Las Minas,Leones,Primaria Oficial,"7° 46' 40.999"""" N","80° 46' 16.749"""" W"
Esc. La Peña,Herrera,Las Minas,Leones,Primaria Oficial,"7° 45' 22.451"""" N","80° 47' 24.536"""" W"
Esc. Los Ceibos,Herrera,Las Minas,Leones,Primaria Oficial,"7° 45' 12.214"""" N","80° 49' 26.817"""" W"
Pre-Kinder Centro de Orientación Familia,Herrera,Chitre,Monagrillo,Kinder,"7° 58' 59.295"""" N","80° 26' 15.731"""" W"
C.R.U. de Azuero,Herrera,Chitre,Chitre (Cab.),Universidad,"7° 57' 23.005"""" N","80° 25' 8.850"""" W"
Cefacei Cerro Largo,Herrera,Ocu,Cerro Largo,Cefacei,"7° 50' 20.046"""" N","80° 49' 51.399"""" W"
Cefacei El Nanzal,Herrera,Las Minas,Quebrada del Rosario,Cefacei,"7° 44' 35.764"""" N","80° 43' 25.854"""" W"
Cefacei Chepo,Herrera,Las Minas,Chepo,Cefacei,"7° 43' 31.158"""" N","80° 49' 2.206"""" W"
Cefacei El Toro,Herrera,Las Minas,El Toro,Cefacei,"7° 45' 11.521"""" N","80° 52' 7.467"""" W"
Cefacei La Pitaloza,Herrera,Los Pozos,La Pitaloza,Cefacei,"7° 38' 29.669"""" N","80° 40' 6.421"""" W"
Esc. El Gallo,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 43' 13.110"""" N","80° 42' 42.924"""" W"
Esc. La Sabaneta,Herrera,Ocu,Cerro Largo,Primaria Oficial,"7° 48' 44.568"""" N","80° 50' 4.253"""" W"
Esc. Qda. del Rosario Abajo,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 42' 3.113"""" N","80° 43' 21.542"""" W"
Esc. Rio Negro,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 36' 34.915"""" N","80° 48' 42.679"""" W"
Esc. Rio Viejo,Herrera,Las Minas,Chepo,Primaria Oficial,"7° 39' 29.086"""" N","80° 49' 39.781"""" W"
Esc. Qda. del Cántaro,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 41' 9.901"""" N","80° 46' 40.810"""" W"
Esc. Los Remedios,Herrera,Ocu,Ocu (Cab.),Primaria Oficial,"7° 57' 35.317"""" N","80° 48' 30.044"""" W"
Esc. Ave Maria,Herrera,Ocu,Cerro Largo,Primaria Oficial,"7° 52' 57.572"""" N","80° 50' 30.428"""" W"
P. C. de La Arena,Herrera,Chitre,La Arena,Secundaria Oficial,"7° 58' 9.813"""" N","80° 27' 47.165"""" W"
P. C. Las Minas,Herrera,Las Minas,Las Minas (Cab.),Secundaria Oficial,"7° 47' 54.457"""" N","80° 44' 49.324"""" W"
P. C. de Chepo,Herrera,Las Minas,Chepo,Secundaria Oficial,"7° 43' 30.997"""" N","80° 49' 1.685"""" W"
P. C. Los Pozos,Herrera,Los Pozos,Los Pozos (Cab.),Secundaria Oficial,"7° 47' 15.128"""" N","80° 38' 38.338"""" W"
P. C. LLanos,Herrera,Ocu,Los Llanos,Secundaria Oficial,"7° 55' 49.851"""" N","80° 52' 40.537"""" W"
P. C. de Parita,Herrera,Parita,Parita (Cab.),Secundaria Oficial,"7° 59' 50.794"""" N","80° 31' 6.682"""" W"
P. C. de Santa Maria,Herrera,Santa Maria,Santa Maria (Cab.),Secundaria Oficial,"8° 6' 53.356"""" N","80° 39' 44.227"""" W"
Col. Agustiniano,Herrera,Chitre,Chitre (Cab.),Privada,"7° 57' 33.439"""" N","80° 26' 7.711"""" W"
Esc. Rio La Villa,Herrera,Las Minas,Quebrada del Rosario,Primaria Oficial,"7° 42' 42.938"""" N","80° 45' 56.150"""" W"
Esc. Santa Clara,Herrera,Los Pozos,La Pitaloza,Primaria Oficial,"7° 34' 20.406"""" N","80° 45' 18.934"""" W"
Esc. El Chirote,Herrera,Los Pozos,La Pitaloza,Primaria Oficial,"7° 36' 19.064"""" N","80° 40' 57.400"""" W"
Esc. Mandinga,Herrera,Pese,Sabanagrande,Primaria Oficial,"7° 51' 0.882"""" N","80° 39' 41.564"""" W"
Esc. El Potrero,Herrera,Pese,Sabanagrande,Primaria Oficial,"7° 52' 6.320"""" N","80° 38' 37.266"""" W"
Esc. Ernestina S. De Falcón,Los Santos,Pocri,Pocri (Cab.),Primaria Oficial,"7° 39' 43.522"""" N","80° 7' 19.725"""" W"
Esc. La Laguna,Los Santos,Pocri,Pocri (Cab.),Primaria Oficial,"7° 37' 49.792"""" N","80° 7' 11.238"""" W"
Esc. Justo Vásquez,Los Santos,Pocri,Paritilla,Primaria Oficial,"7° 37' 48.261"""" N","80° 10' 22.706"""" W"
Esc. Aurora de García,Los Santos,Pocri,Paraíso,Primaria Oficial,"7° 41' 14.845"""" N","80° 9' 32.853"""" W"
Esc. Mariabé,Los Santos,Pedasi,Mariabé,Primaria Oficial,"7° 34' 52.339"""" N","80° 3' 46.780"""" W"
Esc. Purio,Los Santos,Pedasi,Purio,Primaria Oficial,"7° 35' 56.780"""" N","80° 5' 3.134"""" W"
Esc. Plino A. Moscoso,Los Santos,Pedasi,Pedasi (Cab.),Primaria Oficial,"7° 31' 51.267"""" N","80° 1' 43.840"""" W"
Esc. Las Cabezas,Los Santos,Pedasi,Pedasi (Cab.),Primaria Oficial,"7° 31' 0.665"""" N","80° 4' 33.910"""" W"
Esc. Pablo Barrios,Los Santos,Tonosi,Cañas,Primaria Oficial,"7° 26' 50.506"""" N","80° 15' 46.204"""" W"
Esc. Agua Buena,Los Santos,Tonosi,Cañas,Primaria Oficial,"7° 27' 24.361"""" N","80° 20' 33.584"""" W"
Esc. El Cacao,Los Santos,Tonosi,El Cacao,Primaria Oficial,"7° 26' 58.936"""" N","80° 24' 12.354"""" W"
Esc. Flores,Los Santos,Tonosi,Flores,Primaria Oficial,"7° 28' 34.698"""" N","80° 24' 19.247"""" W"
Esc. Rio Viejo del Solar,Los Santos,Tonosi,El Cacao,Primaria Oficial,"7° 25' 46.112"""" N","80° 24' 56.355"""" W"
Esc. Rio Viejo de Perina,Los Santos,Tonosi,El Bebedero,Primaria Oficial,"7° 25' 12.160"""" N","80° 28' 29.217"""" W"
Esc. Buenos Aires,Los Santos,Tonosi,El Bebedero,Primaria Oficial,"7° 23' 50.903"""" N","80° 28' 58.909"""" W"
Esc. Bucaro,Los Santos,Tonosi,Tonosi (Cab.),Primaria Oficial,"7° 20' 51.419"""" N","80° 21' 9.125"""" W"
Esc. La Corocita,Los Santos,Tonosi,El Bebedero,Primaria Oficial,"7° 27' 4.564"""" N","80° 30' 59.649"""" W"
Esc. Rosa Maria Angulo de Arce,Los Santos,Tonosi,Tonosi (Cab.),Primaria Oficial,"7° 24' 26.105"""" N","80° 26' 18.148"""" W"
Esc. Ave Maria,Los Santos,Tonosi,Guánico,Primaria Oficial,"7° 19' 29.920"""" N","80° 27' 8.055"""" W"
Esc. Carmelo Falco Quijano,Los Santos,Tonosi,Guánico,Primaria Oficial,"7° 17' 16.094"""" N","80° 25' 57.357"""" W"
Esc. El Cambutal,Los Santos,Tonosi,Cambutal,Primaria Oficial,"7° 16' 5.953"""" N","80° 29' 12.779"""" W"
